brand,model,serie,reference,watch_type,second_watch_type,url,price_usd,msrp_eur,launch_price_eur,availability,quantity_produced,limited_edition_name,launch_date,case_material,bottom_case_material,diameter_mm,thickness_with_crystal_mm,thickness_without_crystal_mm,lug_to_lug_mm,case_shape,case_coating_pvd_dlc,case_finishing,drill_lugs_on_case,dial_color,dial_material,dial_type,dial_pattern,indices_type,hands_types,full_lume,lume_1,lume_2,color_match_date_wheel,movement,winding,power_reserve_hour,mph,hacking,manual_winding,complication_chronograph,complication_date,complication_dual_time,complication_flying_tourbillon,complication_gmt,complication_jump_hour,complication_power_reserve,complication_small_second,complication_sub_24_hour,complication_sub_second,complication_2nd_bezel_timezone,complication_moonphase,complication_world_time_zone,complication_alarm,complication_chronoscope,crystal_material,crystal_type_shape,inner_coating,outside_coating,bezel_insert_material,external_bezel_material,bezel_type,uni_bi_direction_bezel,number_of_clicks,internal_bezel,main_crown_type,other_crowns_function,strap_1_material,strap_2_material,strap_3_material,width_mm,bracelet_tapper_to_clasp_mm,bracelet_type,bracelet_links_type,bracelet_finishing,strap_bracelet_attachment_system,clasp_type,clasp_material,waterproofing_meters,warranty_year,brand_country,made_in,assembled_in,country,waterproofing,specific_info_from_brand,main_image,brand_website
Baltic Watches,Chronograph,Bicompax 002,Black,Chronograph,No,https://www.extropian.co/watches/baltic-watches-chronograph-bicompax-002-black,594,540,-,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,38,12,-,47,Round,No,Brushed & Polished,Yes,Black,-,Sector,Brushed & Textured,-,Leaf,No,-,-,No,Seagull ST1901,Handwind,42,28.800 / 4Hz / 8 Movements Per Second,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Acrylic,Domed,-,-,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,Chronograph,316L Stainless Steel,No,No,20,-,Beads of Rice,-,-,-,-,316L Stainless Steel,50,2,France,-,France,France,50,-,https://extropian.b-cdn.net/data/brand_images/Baltic Watches-Chronograph-Bicompax 002-Black-dbb4?optimizer=image&quality=100,https://baltic-watches.com/en
Aquatico,Sea star V2 blue dial ceramic bezel (NH35) No Date,All,-,-,-,https://www.extropian.co/watches/aquatico-sea-star-v2-blue-dial-ceramic-bezel-nh35-no-date-all,394,359,-,Out of Stock,-,-,-,316L Stainless Steel,316L Stainless Steel,42,13,13,24,-,-,Brushed,-,Blue,-,-,-,-,-,No,-,-,-,Seiko NH35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,-,-,-,316L Stainless Steel,-,-,24,-,-,-,Brushed,-,-,-,300,1,-,-,-,-,300,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Sea star V2 blue dial ceramic bezel (NH35) No Date-All---gJsl?optimizer=image&quality=100,https://www.aquaticowatch.com
Anordain,Model 1,La Joux Perret G100 (Automatic) - Medium,Iron Cream,Dress,No,https://www.extropian.co/watches/anordain-model-1-la-joux-perret-g100-automatic-medium-iron-cream,2095,,-,Out of Stock,-,No,-,316L Stainless Steel,316L Stainless Steel,38,11,-,46,Round,No,Polished,No,Cream,Copper,Plain,Enamel,Painted,Custom,No,-,No,No,La Joux-Perret G100 'Soigné',Automatic,68,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,No,Leather,No,No,18,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,Scotland,Scotland,50,-,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 1-All-Pink-6b9e?optimizer=image&quality=100,https://anordain.com
Anordain,Model 1,Sellita SW210 (hand wound) - Large,Teal,Dress,No,https://www.extropian.co/watches/anordain-model-1-sellita-sw210-hand-wound-large-teal,1995,,-,Out of Stock,-,No,-,316L Stainless Steel,316L Stainless Steel,41,11,-,50,Round,No,Polished,No,Teal,Copper,Plain,Enamel,Painted,Custom,No,-,No,No,Sellita SW210-1,Handwind,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,20,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,Scotland,Scotland,50,-,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 1-All-Pink-6b9e?optimizer=image&quality=100,https://anordain.com
Aquatico,Big Pilot,43mm Bronze,Bronze Dial,Pilot,No,https://www.extropian.co/watches/aquatico-big-pilot-43mm-bronze-bronze-dial,306,279,-,Yes,-,No,-,Bronze,316L Stainless Steel & Sapphire,43,-,12.5,50,Round,No,Brushed,No,Bronze,-,Textured,Textured,Painted,Sword,No,C3 SL,No,No,Seiko NH37A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,No (Fixed),Bronze,Fixed,Fixed,-,No,Screwdown,No,Leather,No,No,22,-,-,-,-,Spring-bars,Pin Buckle,Bronze,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-43mm-bronze-big-pilot--copy-blue-dial-k2NT?optimizer=image&quality=100,https://www.aquaticowatch.com
Baltic Watches,Aquascaphe,Dual-Crown,PVD Black,Diver,Super Compressor,https://www.extropian.co/watches/baltic-watches-aquascaphe-dual-crown-pvd-black,715,650,-,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,39,11.9,-,47,Round,PVD,PVD,Yes,Black,-,Plain,Glossy,Painted,-,No,BGW9,No,No,Miyota 9039,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,Dive 60mn,Screwdown,Internal Bezel,Rubber (Tropic),No,No,20,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,200,2,France,-,France,France,200,-,https://extropian.b-cdn.net/data/brand_images/Baltic Watches-Aquascaphe-Dual-Crown-PVD Black-f321?optimizer=image&quality=100,https://baltic-watches.com/en
Autodromo,Group B,Series 2 Automatic,Corsica Blue,Sport,No,https://www.extropian.co/watches/autodromo-group-b-series-2-automatic-corsica-blue,975,,-,Yes,-,No,-,Titanium,Titanium,39,-,9.9,49.75,Round,No,Brushed,Yes,Blue,-,Multi-layered,Matte,Applied,Custom,No,-,No,No,Miyota 9015,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Titanium,Titanium,Fixed,Fixed,-,No,-,No,316L Stainless Steel,No,No,20,-,-,-,Brushed,Spring-bars,Butterfly,316L Stainless Steel,50,2,USA,-,-,USA,50,-,https://extropian.b-cdn.net/data/brand_images/Autodromo-Group B-Series 2 Automatic-Corsica Blue-9014?optimizer=image&quality=100,https://autodromo.com
Baltic Watches,Aquascaphe,Bronze,Glossy Black,Diver,No,https://www.extropian.co/watches/baltic-watches-aquascaphe-bronze-glossy-black,687,625,-,Yes,-,No,-,Bronze,316L Stainless Steel,39,12,10,47,Round,No,-,Yes,Black,-,Plain,Glossy,Painted,-,No,-,No,No,Miyota 9039,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,Bronze,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Rubber (Tropic),No,No,20,-,-,-,-,Spring-bars,-,Bronze,200,2,France,-,France,France,200,-,https://extropian.b-cdn.net/data/brand_images/Baltic Watches-Aquascaphe-Bronze-Glossy Black-cc8e?optimizer=image&quality=100,https://baltic-watches.com/en
Aquatico,Super Star Bronze Tritium Blue Dial(SWISS MADE ETA2824-2) No Date,All,-,-,-,https://www.extropian.co/watches/aquatico-super-star-bronze-tritium-blue-dial-swiss-made-eta2824-2-no-date-all,878,799,-,Out of Stock,-,-,-,Bronze,316L Stainless Steel,42,14,14,22,-,-,Brushed,-,Blue,-,-,-,-,-,No,-,-,-,Caliber  ETA28242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,Bronze,Bronze,-,-,-,-,-,-,Leather,-,-,22,-,-,-,-,-,-,-,300,1,-,-,-,-,300,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Super Star Bronze Tritium Blue Dial(SWISS MADE ETA2824-2) No Date-All---VNuU?optimizer=image&quality=100,https://www.aquaticowatch.com
Anordain,Model 2,(No Second Hand),Orange Fumé,Field,No,https://www.extropian.co/watches/anordain-model-2-no-second-hand-orange-fum,2040,,-,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,36,11,-,43,Round,No,Brushed,No,Orange,Copper,Plain,Enamel,Applied,Custom,No,-,No,No,Sellita SW210-1,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,18,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,-,Scotland,50,No Second Hand,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 2-(No Second Hand)-Orange Fumé-79cb?optimizer=image&quality=100,https://anordain.com
Anordain,Model 1,Sellita SW210 (hand wound),Blue Fumé,Dress,No,https://www.extropian.co/watches/anordain-model-1-sellita-sw210-hand-wound-blue-fum,2595,,-,Out of Stock,-,No,-,316L Stainless Steel,316L Stainless Steel,38,11,-,46,Round,No,Polished,No,Blue,Silver,Plain,Enamel,Applied,Custom,No,-,No,No,Sellita SW210-1,Handwind,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,18,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,Scotland,Scotland,50,-,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 1-Sellita SW210 (hand wound)-Blue Fumé-5eb6?optimizer=image&quality=100,https://anordain.com
Anordain,Model 2,Medium,White,Field,No,https://www.extropian.co/watches/anordain-model-2-medium-white,1825,,-,Out of Stock,-,No,-,316L Stainless Steel,316L Stainless Steel,36,11,-,43,Round,No,Brushed,No,White,Copper,Plain,Enamel,Painted,Custom,No,-,No,No,Sellita SW210-1,Handwind,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,18,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,-,Scotland,50,-,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 2-Medium-White-30af?optimizer=image&quality=100,https://anordain.com
Aquatico,Super Marine dive watch black dial (SW 200-1)(Left handed),All,-,-,-,https://www.extropian.co/watches/aquatico-super-marine-dive-watch-black-dial-sw-200-1-left-handed-all,724,659,-,Yes,-,-,-,316L Stainless Steel,-,44,15.5,15.5,22,-,-,Brushed,-,Black,Steel,-,Brushed,-,-,No,-,-,-,Sellita SW2001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,No,-,-,-,-,-,22,-,-,-,-,-,-,-,1000,1,-,-,-,-,1000,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Super Marine dive watch black dial (SW 200-1)(Left handed)-All---fUr5?optimizer=image&quality=100,https://www.aquaticowatch.com
Aquatico,Ocean Star,NH35,Black Dial,Diver,No,https://www.extropian.co/watches/aquatico-ocean-star-nh35-black-dial,438,399,-,Yes,500,No,-,316L Stainless Steel,316L Stainless Steel,42,-,13,50,Round,No,Brushed & Polished,No,Black,-,Plain,Fumé,Applied,Dauphine,No,BGW9,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,Ceramic,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Tropic),No,22,-,Oyster Type,-,-,Spring-bars,Deployant Double Pushers Micro Adjust,316L Stainless Steel,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-all-ocean-star-divers-watch-black-dial-nh35----UyOT?optimizer=image&quality=100,https://www.aquaticowatch.com
Aquatico,Sea Star,Bronze - NH35 No Date,Blue Dial,Diver,No,https://www.extropian.co/watches/aquatico-sea-star-bronze-nh35-no-date-blue-dial,359,,-,Yes,88,No,-,Bronze,316L Stainless Steel & Sapphire,42,-,14,50,Round,No,Brushed,Yes,Blue,-,Plain,Glossy,Applied,Sword,No,BGW9,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Flat,Yes,No,Ceramic,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Leather,No,No,22,-,-,-,-,Spring-bars,Pin Buckle,Bronze,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-bronze-nh35-no-date-sea-star--copy-green-dial-kzMz?optimizer=image&quality=100,https://www.aquaticowatch.com
Aquatico,Sea Star,Bronze - Bronze Bezel,Green Dial,Diver,No,https://www.extropian.co/watches/aquatico-sea-star-bronze-bronze-bezel-green-dial,359,,-,Yes,88,No,-,Bronze,316L Stainless Steel,42,-,14,50,Round,No,Brushed,Yes,Green,-,Plain,Glossy,Applied,Snowflake,No,BGW9,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Flat,Yes,No,Bronze,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Leather,No,No,22,-,-,-,-,Spring-bars,Pin Buckle,Bronze,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-bronze-bronze-bezel-sea-star--copy-blue-dial-kwNz?optimizer=image&quality=100,https://www.aquaticowatch.com
Autodromo,Group B,Rallysport Chronograph for Hodinkee,S1,Rally Chronograph,No,https://www.extropian.co/watches/autodromo-group-b-rallysport-chronograph-for-hodinkee-s1,1495,,-,Yes,100,No,-,Titanium,Titanium,39,-,13.6,49.75,Round,-,-,Yes,Grey,-,Multi-layered,Textured,Applied,Custom,No,-,No,No,Sellita SW510,Handwind,60,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),Titanium,Fixed,Fixed,-,No,Push / Pull,Chronograph,316L Stainless Steel,No,No,20,-,-,-,Brushed,Spring-bars,Butterfly,316L Stainless Steel,50,2,USA,-,-,USA,50,-,https://extropian.b-cdn.net/data/brand_images/autodromo-rallysport-chronograph-for-hodinkee-group-b--copy-s4-I1ND?optimizer=image&quality=100,https://autodromo.com
