brand,model,serie,reference,watch_type,second_watch_type,url,price_usd,msrp_eur,launch_price_eur,availability,quantity_produced,limited_edition_name,launch_date,case_material,bottom_case_material,diameter_mm,thickness_with_crystal_mm,thickness_without_crystal_mm,lug_to_lug_mm,case_shape,case_coating_pvd_dlc,case_finishing,drill_lugs_on_case,dial_color,dial_material,dial_type,dial_pattern,indices_type,hands_types,full_lume,lume_1,lume_2,color_match_date_wheel,movement,winding,power_reserve_hour,mph,hacking,manual_winding,complication_chronograph,complication_date,complication_dual_time,complication_flying_tourbillon,complication_gmt,complication_jump_hour,complication_power_reserve,complication_small_second,complication_sub_24_hour,complication_sub_second,complication_2nd_bezel_timezone,complication_moonphase,complication_world_time_zone,complication_alarm,complication_chronoscope,crystal_material,crystal_type_shape,inner_coating,outside_coating,bezel_insert_material,external_bezel_material,bezel_type,uni_bi_direction_bezel,number_of_clicks,internal_bezel,main_crown_type,other_crowns_function,strap_1_material,strap_2_material,strap_3_material,width_mm,bracelet_tapper_to_clasp_mm,bracelet_type,bracelet_links_type,bracelet_finishing,strap_bracelet_attachment_system,clasp_type,clasp_material,waterproofing_meters,warranty_year,brand_country,made_in,assembled_in,country,waterproofing,specific_info_from_brand,main_image,brand_website
Deep Blue,Master 1000 II,Automatic Diver 44mm,Black ceramic bezel - Black dial - PVD black case blue sec,Diver,No,https://www.extropian.co/watches/deep-blue-master-1000-ii-automatic-diver-44mm-black-ceramic-bezel-black-dial-pvd-black-case-blue-sec,299,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,44,15,15,-,Round,No,No,No,Black,Enamel,Plain,-,Applied,Plongeur,No,No,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Aluminum,No,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Rubber (Natural),No,No,22,-,-,-,-,Screws,-,-,330,1,USA,-,-,USA,330,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-automatic-diver-44mm-master-1000-ii---copy-black-vintage-lume-ceramic-bezel-black-dial-E0Mz?optimizer=image&quality=100,https://deepbluewatches.com
Dufrane,Travis,All,Lagoon,Diver,No,https://www.extropian.co/watches/dufrane-travis-all-lagoon,699,,,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel,39,-,12,47,Round,Scratch-Resistant,Brushed & Polished,No,Mint,Linen,Textured,Linen,-,Arrow,No,-,No,No,Sellita SW200-1 Elaboré,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Sapphire,316L Stainless Steel,Markers,Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Silicone),No,20,18,Oyster Type,-,-,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,316L Stainless Steel,200,2,USA,-,USA,USA,200,-,https://extropian.b-cdn.net/data/brand_images/dufrane-all-travis--copy-juniper-A4ND?optimizer=image&quality=100,https://www.dufranewatches.com
Bravur Watches,BW001,Quartz,Grey,Dress,No,https://www.extropian.co/watches/bravur-watches-bw001-quartz-grey,609.25,,,Sold Out,-,No,-,316L Stainless Steel,-,41,-,-,-,Round,No,-,Yes,Grey,-,Plain,Matte,Applied,Skeleton,No,No,No,No,null,Quartz,-,32MHz (Quartz),-,No,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,-,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,-,-,-,-,-,Screws,Pin Buckle,316L Stainless Steel,-,2,Sweden,Switzerland,Switzerland,Sweden,-,-,https://extropian.b-cdn.net/data/brand_images/bravur-watches-all-bw001-grey-c1Nz?optimizer=image&quality=100,https://bravurwatches.com
Farer,Monopusher,GMT,Seagrave III,GMT,Chronograph,https://www.extropian.co/watches/farer-monopusher-gmt-seagrave-iii,2015,,,Yes,-,No,2024-06-12,316L Stainless Steel,316L Stainless Steel & Sapphire,41,14.5,12.25,44,-,No,Brushed & Polished,No,Black,-,Textured,Textured,Applied,Baton,No,C1 X1,-,Yes,Sellita SW530 M MP a,Handwind,62,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,Yes,Date,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Sapphire,Boxed Double Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,Chronograph,316L Stainless Steel,No,No,20,-,Milanese,-,Polished,Quick Release Spring-bars,-,316L Stainless Steel,100,5,UK,Switzerland,Switzerland,UK,100,-,https://extropian.b-cdn.net/data/brand_images/farer-gmt-monopusher--copy-cobb-iii-Y3MD?optimizer=image&quality=100,https://farer.com
Deep Blue,Master 1000 II,Automatic Diver 44mm,Black ceramic bezel - Yellow matte dial,Diver,No,https://www.extropian.co/watches/deep-blue-master-1000-ii-automatic-diver-44mm-black-ceramic-bezel-yellow-matte-dial,299,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,44,15,15,-,Round,No,No,No,Yellow,Enamel,Plain,-,Applied,Plongeur,No,No,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Aluminum,No,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Rubber (Natural),No,No,22,-,-,-,-,Screws,-,-,330,1,USA,-,-,USA,330,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-automatic-diver-44mm-master-1000-ii---copy-black-vintage-lume-ceramic-bezel-black-dial-UwNj?optimizer=image&quality=100,https://deepbluewatches.com
Carpenter,M22 BROOKLYN FIELD,All,-,-,-,https://www.extropian.co/watches/carpenter-m22-brooklyn-field-all,625,,,Out of Stock,100,-,-,Brass,-,-,-,-,-,-,-,-,-,Blue,-,-,Matte,-,-,No,-,-,-,MIYOTA 821A,Automatic,-,-,-,Yes,-,Date,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,Double Domed,-,-,-,-,-,-,-,-,-,-,Leather,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,50,-,https://extropian.b-cdn.net/data/brand_images/Carpenter-M22 BROOKLYN FIELD-All---XgM2?optimizer=image&quality=100,https://carpenterwatches.com
Formex,Essence,Automatic Chronometer Leggera 43 mm,Cool Grey,Sport,No,https://www.extropian.co/watches/formex-essence-automatic-chronometer-leggera-43-mm-cool-grey,1790,,,Yes,-,No,-,Carbon Fiber,Sapphire,43,11,11,49,Round,No,No,No,Grey,Brass,Plain,Glossy,Applied,Custom,No,BGW9,No,Yes,Sellita SW200-1 Chronometer Grade,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),Ceramic,Fixed,Fixed,-,No,Push / Pull,No,Rubber (Silicone),No,No,22,-,-,-,-,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,Carbon Fiber,100,3,Switzerland,Switzerland,Switzerland,Switzerland,100,-,https://extropian.b-cdn.net/data/brand_images/formex-automatic-chronometer-leggera-43-mm-essence-cool-grey-U0OT?optimizer=image&quality=100,https://formexwatch.com
Formex,Essence,Automatic Chronometer 39 mm,Blue,Dress,Sport,https://www.extropian.co/watches/formex-essence-automatic-chronometer-39-mm-blue,1490,,,Yes,-,No,-,316L Stainless Steel,Sapphire,39,10,10,45,Round,No,Brushed & Polished,No,Blue,Brass,Multi-layered,Brushed,Applied,Custom,No,BGW9,No,Yes,Sellita SW200-1 Chronometer Grade,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,316L Stainless Steel,No,No,20,18,-,Screws,Brushed & Polished,Quick Release Spring-bars,Butterfly Quick Adjust,316L Stainless Steel,100,3,Switzerland,Switzerland,Switzerland,Switzerland,100,-,https://extropian.b-cdn.net/data/brand_images/formex-automatic-chronometer-39-mm-essence--blue-E2MD?optimizer=image&quality=100,https://formexwatch.com
Dufrane,Bergstrom,MkIV - Polished Steel,Black Horizon,Pilot,No,https://www.extropian.co/watches/dufrane-bergstrom-mkiv-polished-steel-black-horizon,999,,,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,41.5,12.6,11,50,Round,No,Polished,Yes,Black,-,Plain,Glossy,Painted,Cathedral,No,C3,No,No,Sellita SW261-1M,Handwind,48,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Screwdown,No,316L Stainless Steel,Leather,No,22,-,Mesh / Shark Mesh,-,Polished,Screws,Clasp for Milanese or Mesh,316L Stainless Steel,50,2,USA,-,USA,USA,50,-,https://extropian.b-cdn.net/data/brand_images/dufrane-premium-horizon-matte-steel-bergstrom--copy-black-YxOD?optimizer=image&quality=100,https://www.dufranewatches.com
Formex,Reef,"Baby 39,5 - Automatic Chronometer 300M",White,Diver,No,https://www.extropian.co/watches/formex-reef-baby-39-5-automatic-chronometer-300m-white,1960,,,Yes,-,No,2023-12-07,316L Stainless Steel,316L Stainless Steel,39.5,11,11,45.5,Avant Garde,No,Brushed & Polished,No,White,Brass,Plain,Matte,Applied,Custom,No,BGW9,No,Yes,Sellita SW300-1,Automatic,56,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,Ceramic,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,No,No,22,20,-,Screws,Brushed & Polished,Quick Release Spring-bars,Deployant Double Pushers Micro Adjust,316L Stainless Steel,300,3,Switzerland,Switzerland,Switzerland,Switzerland,300,-,https://extropian.b-cdn.net/data/brand_images/formex-automatic-chronometer-300m-reef--copy-black-EzNj?optimizer=image&quality=100,https://formexwatch.com
Dufrane,Barton Springs,III - No Date,Hill Country Wine,Diver,No,https://www.extropian.co/watches/dufrane-barton-springs-iii-no-date-hill-country-wine,875,,,Yes,-,No,2023-05-30,316L Stainless Steel,316L Stainless Steel,42,-,12,47.4,Round,Scratch-Resistant,Brushed & Polished,Yes,Purple,-,Plain,Sunburst,Applied,Pencil,No,C3 X1,No,No,Ronda R150,Automatic,40,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,Aluminum,316L Stainless Steel,Markers,Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Silicone),No,22,-,Jubilee Style,-,Brushed,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,316L Stainless Steel,200,1,USA,-,USA,USA,200,-,https://extropian.b-cdn.net/data/brand_images/dufrane-ii-no-date-barton-springs--copy-hill-country-wine-Q1MT?optimizer=image&quality=100,https://www.dufranewatches.com
Carpenter,M4 BROOKLYN FIELD,All,-,-,-,https://www.extropian.co/watches/carpenter-m4-brooklyn-field-all,595,,,Out of Stock,50,-,-,Brass,Sapphire,-,-,-,-,-,-,-,-,-,-,-,Matte,-,-,Yes,C3,-,-,MIYOTA 821A,Automatic,-,-,-,Yes,-,Date,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,Double Domed,-,-,-,-,-,-,-,-,-,-,Leather,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,50,-,https://extropian.b-cdn.net/data/brand_images/Carpenter-M4 BROOKLYN FIELD-All---K88t?optimizer=image&quality=100,https://carpenterwatches.com
Dufrane,Bergstrom,Premium - Standard - Matte Steel,Black,Pilot,No,https://www.extropian.co/watches/dufrane-bergstrom-premium-standard-matte-steel-black,799,,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,41.5,11,-,51,Round,No,Bead Blasted,Yes,Black,-,Plain,-,Painted,Cathedral,No,C3,No,No,ETA 6498-1,Handwind,46,18.000 / 2.5Hz / 5 Movements Per Second,-,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Sapphire,Domed,-,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,22,-,-,-,-,Screws,Pin Buckle,316L Stainless Steel,50,1,USA,-,USA,USA,50,Decorated movement with 18K Gold engraved logo,https://extropian.b-cdn.net/data/brand_images/Dufrane-Aviator Watch-The Bergstrom-Premium - Standard - Matte Steel - Black-0073?optimizer=image&quality=100,https://www.dufranewatches.com
Farer,GMT Bezel,Automatic,Charlton,GMT,No,https://www.extropian.co/watches/farer-gmt-bezel-automatic-charlton,1485,,,Sold Out,150,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,40.5,11.75,-,44,Round,No,Brushed & Polished,No,Blue,-,Crosshair,-,Applied,Paddle,No,-,-,Yes,Sellita SW330-1 Top Grade,Automatic,42,-,Yes,Yes,No,Date,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Domed,Yes,No,Aluminum,316L Stainless Steel,GMT / World Time (24h),Bi,24,No,Screwdown,No,316L Stainless Steel,No,No,20,-,Milanese,-,-,-,-,316L Stainless Steel,200,5,UK,Switzerland,-,UK,200,-,https://extropian.b-cdn.net/data/brand_images/Farer-GMT Bezel-Automatic-Charlton-fc33?optimizer=image&quality=100,https://farer.com
Deep Blue,Ladies Lizzie Blue,Diver,Ceramic Black & White bezel - White mother of pearl dial,Diver,No,https://www.extropian.co/watches/deep-blue-ladies-lizzie-blue-diver-ceramic-black-white-bezel-white-mother-of-pearl-dial,299,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,36,15,15,-,Round,No,No,No,Mother of Pearl,Mother of Pearl,Plain,Mother of Pearl,Applied,Sword,No,Black SuperLuminova,No,No,Ronda 515.24H,Quartz,-,32MHz (Quartz),Yes,No,No,Date,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Ceramic,Ceramic,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,No,No,18,-,Oyster Type,Pin and Collar,-,Screws,Deployant Diver Extension,316L Stainless Steel,200,1,USA,-,-,USA,200,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-diver-ladies-lizzie-blue--copy-white-mother-of-pearl-dial-MwNj?optimizer=image&quality=100,https://deepbluewatches.com
Bravur Watches,Geography,All,Midnight Blue,GMT,No,https://www.extropian.co/watches/bravur-watches-geography-all-midnight-blue,1450,,,Sold Out,25,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,39,10.5,-,44.5,Round,No,Brushed & Polished,No,Blue,-,Plain,Sunburst,Applied,Skeleton,No,C1,No,No,Sellita SW330-1,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,No,No,No,Date,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,2,Sweden,Sweden,Sweden,Sweden,50,-,https://extropian.b-cdn.net/data/brand_images/bravur-watches-all-bravur-watches-geography-midnight-blue-g2NT?optimizer=image&quality=100,https://bravurwatches.com
Elka Watch Co,D02-0805,D,Blue Dial,Dress,No,https://www.extropian.co/watches/elka-watch-co-d02-0805-d-blue-dial,1625,,,Yes,-,No,2022-11-01,316L Stainless Steel,316L Stainless Steel,40.8,10.8,7.88,46.5,Round,No,Polished & Satin,No,Blue,Brass,Plain,Sunburst,Applied,Baton,No,No,No,No,La Joux-Perret G100,Automatic,68,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Double Domed,Yes,No,No (Fixed),No,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,20,18,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,30,2,Switzerland,Switzerland,Switzerland,Switzerland,30,-,https://extropian.b-cdn.net/data/brand_images/elka-watch-co-d-d01-0808--copy-silver-dial--gyNT?optimizer=image&quality=100,https://www.tiktok.com/@extropianwatches?_t=8fZBcyymPb7&_r=1
Formex,Essence,Automatic Chronometer Leggera 41 mm - Splash,Sunflower Yellow Limited Series,Sport,No,https://www.extropian.co/watches/formex-essence-automatic-chronometer-leggera-41-mm-splash-sunflower-yellow-limited-series,1790,,,Yes,-,No,-,Carbon Fiber,Carbon Fiber & Sapphire,41,11,11,46.4,Round,No,No,No,Yellow,Brass,Multi-layered,Brushed,Applied,Custom,No,BGW9,No,Yes,Sellita SW200-1 Chronometer Grade,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),Ceramic,Fixed,Fixed,-,No,Push / Pull,No,Rubber (Silicone),No,No,22,-,-,-,-,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,Carbon Fiber,100,3,Switzerland,Switzerland,Switzerland,Switzerland,100,-,https://extropian.b-cdn.net/data/brand_images/formex-automatic-chronometer-leggera-41-mm-essence--copy-arctic-white-UzMz?optimizer=image&quality=100,https://formexwatch.com
Carpenter,M6 BROOKLYN FIELD,All,-,-,-,https://www.extropian.co/watches/carpenter-m6-brooklyn-field-all,595,,,Out of Stock,25,-,-,Brass,Sapphire,-,-,-,-,-,-,-,-,Navy,-,-,Matte,-,-,Yes,C3,-,-,MIYOTA 821A,Automatic,-,-,-,Yes,-,Date,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,Double Domed,-,-,-,-,-,-,-,-,-,-,Leather,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,50,-,https://extropian.b-cdn.net/data/brand_images/Carpenter-M6 BROOKLYN FIELD-All---0mfy?optimizer=image&quality=100,https://carpenterwatches.com
Formex,Essence,Automatic Chronometer Leggera 43 mm Splash,Baby Blue Limited Series,Sport,No,https://www.extropian.co/watches/formex-essence-automatic-chronometer-leggera-43-mm-splash-baby-blue-limited-series,1790,,,Yes,-,No,2023-07-13,Carbon Fiber,Sapphire,43,11,11,49,Round,No,No,No,Blue,Brass,Multi-layered,Textured,Applied,Custom,No,BGW9,No,Yes,Sellita SW200-1 Chronometer Grade,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),Ceramic,Fixed,Fixed,-,No,Push / Pull,No,Rubber (Silicone),No,No,22,-,-,-,-,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,Carbon Fiber,100,3,Switzerland,Switzerland,Switzerland,Switzerland,100,COSC Certified,https://extropian.b-cdn.net/data/brand_images/formex-automatic-chronometer-leggera-43-mm-splash-essence-baby-blue-limited-series-kxNj?optimizer=image&quality=100,https://formexwatch.com
Deep Blue,Ocean Diver,Swiss Automatic,Rubber,-,-,https://www.extropian.co/watches/deep-blue-ocean-diver-swiss-automatic-rubber,299.99,,,Yes,-,-,-,-,-,44,15,15,-,Round,-,-,-,White,-,-,-,-,-,No,-,-,-,Ronda R150,Automatic,-,-,-,-,-,Date,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,-,-,Ceramic,Ceramic,-,Uni,120,-,-,-,-,-,-,22,-,-,-,-,-,-,-,500,-,-,-,-,-,500,-,https://extropian.b-cdn.net/data/brand_images/Deep Blue---All---PknA?optimizer=image&quality=100,https://deepbluewatches.com
Dan Henry,1964,Gran Turismo Chronograph,Evil Panda Bicompax,Rally Chronograph,No,https://www.extropian.co/watches/dan-henry-1964-gran-turismo-chronograph-evil-panda-bicompax,260,,,Yes,1964,No,-,316L Stainless Steel,316L Stainless Steel,38,12.9,-,44.7,Round,No,-,No,Black,-,Plain,-,Applied,-,No,-,-,No,Seiko Meca-quartz VK63,Quartz,-,32MHz (Quartz),-,No,Flyback,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Mineral,Boxed Double Domed,-,-,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,Chronograph,316L Stainless Steel,Leather,No,19,-,Beads of Rice,-,-,Spring-bars,-,316L Stainless Steel,50,1,USA,-,-,USA,50,-,https://extropian.b-cdn.net/data/brand_images/Dan Henry-1964-Gran Turismo Chronograph-Evil Panda Bicompax-8bf6?optimizer=image&quality=100,https://danhenrywatches.com/?lang
Formex,Essence,Automatic Chronometer 39 mm,Green,Dress,Sport,https://www.extropian.co/watches/formex-essence-automatic-chronometer-39-mm-green,1490,,,Yes,-,No,-,316L Stainless Steel,Sapphire,39,10,10,45,Round,No,Brushed & Polished,No,Green,Brass,Multi-layered,Brushed,Applied,Custom,No,BGW9,No,Yes,Sellita SW200-1 Chronometer Grade,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,316L Stainless Steel,No,No,20,18,-,Screws,Brushed & Polished,Quick Release Spring-bars,Butterfly Quick Adjust,316L Stainless Steel,100,3,Switzerland,Switzerland,Switzerland,Switzerland,100,-,https://extropian.b-cdn.net/data/brand_images/formex-automatic-chronometer-39-mm-essence-green-c1ND?optimizer=image&quality=100,https://formexwatch.com
Formex,Essence,Automatic Chronometer Leggera 43 mm Splash,Lavender Purple Limited Series,Sport,No,https://www.extropian.co/watches/formex-essence-automatic-chronometer-leggera-43-mm-splash-lavender-purple-limited-series,1790,,,Yes,-,No,2023-07-13,Carbon Fiber,Sapphire,43,11,11,49,Round,No,No,No,Purple,Brass,Multi-layered,Textured,Applied,Custom,No,BGW9,No,Yes,Sellita SW200-1 Chronometer Grade,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),Ceramic,Fixed,Fixed,-,No,Push / Pull,No,Rubber (Silicone),No,No,22,-,-,-,-,Quick Release Spring-bars,Deployant Double Pushers Quick Adjust,Carbon Fiber,100,3,Switzerland,Switzerland,Switzerland,Switzerland,100,COSC Certified,https://extropian.b-cdn.net/data/brand_images/formex-automatic-chronometer-leggera-43-mm-splash-essence-lavender-purple-limited-series-UzNj?optimizer=image&quality=100,https://formexwatch.com
Deep Blue,Master 1000 II,Automatic Diver 44mm,Black ceramic bezel - Ocean aqua dial - Steel bracelet,Diver,No,https://www.extropian.co/watches/deep-blue-master-1000-ii-automatic-diver-44mm-black-ceramic-bezel-ocean-aqua-dial-steel-bracelet,399,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,44,15,15,-,Round,No,No,No,Blue,Enamel,Plain,-,Applied,Sword,No,No,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Aluminum,No,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,No,No,22,-,Oyster Type,Pin and Collar,-,Screws,Deployant Double Pushers Diver Extension,316L Stainless Steel,330,1,USA,-,-,USA,330,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-automatic-diver-44mm-master-1000-ii---copy-copy-copy-black-ceramic-bezel-orange-sunray-dial-steel-bracelet-AzMz?optimizer=image&quality=100,https://deepbluewatches.com
Brew Watches,Mastergraph,All,Copper,Chronograph,No,https://www.extropian.co/watches/brew-watches-mastergraph-all-copper,375,,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,38,-,10.5,41.5,Cushion,No,Brushed & Polished,No,Bronze,-,Plain,Sunburst,Applied,Baton,No,C3 SL,No,No,Seiko Meca-quartz VK68,Meca-quartz,-,32MHz (Quartz),-,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Sapphire,Domed,-,-,Aluminum,316L Stainless Steel,Markers,-,-,No,-,No,Leather,No,No,22,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,1,USA,-,USA,USA,50,-,https://extropian.b-cdn.net/data/brand_images/Brew Watches-Mastergraph-All-Copper-a2ad?optimizer=image&quality=100,https://www.brew-watches.com
Deep Blue,Master 1000 II,Automatic Diver 44mm,Black ceramic bezel - Ocean aqua blue dial,Diver,No,https://www.extropian.co/watches/deep-blue-master-1000-ii-automatic-diver-44mm-black-ceramic-bezel-ocean-aqua-blue-dial,299,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,44,15,15,-,Round,No,No,No,Blue,Enamel,Plain,-,Applied,Plongeur,No,No,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Aluminum,No,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Rubber (Natural),No,No,22,-,-,-,-,Screws,-,-,330,1,USA,-,-,USA,330,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-automatic-diver-44mm-master-1000-ii---copy-black-vintage-lume-ceramic-bezel-black-dial-A3MD?optimizer=image&quality=100,https://deepbluewatches.com
Deep Blue,Diver 1000,Automatic diver 40 mm,Black ceramic bezel - Black dial Blue second hand - PVD Case,Diver,No,https://www.extropian.co/watches/deep-blue-diver-1000-automatic-diver-40-mm-black-ceramic-bezel-black-dial-blue-second-hand-pvd-case,299,,,Yes,-,-,-,316L Stainless Steel,316L Stainless Steel,40,15,15,-,Round,PVD Black plated,-,No,Black,Enamel,Plain,Enamel,Applied,Sword,No,No,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,Ceramic,Ceramic,Dive Count-Up (60mn),Uni,-,No,Screwdown,No,Rubber (Silicone),No,No,22,-,-,-,-,Screws,-,-,330,1,USA,-,-,USA,330,-,https://extropian.b-cdn.net/data/brand_images/deep-blue-automatic-diver-40-mm-diver-1000--copy-copy-black-ceramic-bezel-blue-abalone-dial-IyMT?optimizer=image&quality=100,https://deepbluewatches.com
Carpenter,M1S BROOKLYN FIELD,All,-,-,-,https://www.extropian.co/watches/carpenter-m1s-brooklyn-field-all,825,,,Out of Stock,50,-,-,316L Stainless Steel,Sapphire,-,-,-,-,-,-,-,-,Cream,-,-,Matte,-,-,Yes,C3,-,-,ETA 2824-2,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,-,-,-,-,-,-,-,-,Screwdown,-,Leather,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,50,-,https://extropian.b-cdn.net/data/brand_images/Carpenter-M1S BROOKLYN FIELD-All---NgkT?optimizer=image&quality=100,https://carpenterwatches.com
